datekey,settle,volume,openinterest,ticker
2015-11-24,57.38,0.0,0.0,CLK2020
2015-11-25,57.35,0.0,0.0,CLK2020
2015-11-27,56.8,0.0,0.0,CLK2020
2015-11-30,56.59,0.0,0.0,CLK2020
2015-12-01,56.51,0.0,0.0,CLK2020
2015-12-02,56.16,0.0,0.0,CLK2020
2015-12-03,56.76,0.0,0.0,CLK2020
2015-12-04,56.6,0.0,0.0,CLK2020
2015-12-07,56.29,0.0,0.0,CLK2020
2015-12-08,56.19,0.0,0.0,CLK2020
2015-12-09,56.09,0.0,0.0,CLK2020
2015-12-10,56.33,0.0,0.0,CLK2020
2015-12-11,55.63,0.0,0.0,CLK2020
2015-12-14,54.51,0.0,0.0,CLK2020
2015-12-15,54.61,0.0,0.0,CLK2020
2015-12-16,54.19,0.0,0.0,CLK2020
2015-12-17,54.01,0.0,0.0,CLK2020
2015-12-18,53.71,0.0,0.0,CLK2020
2015-12-21,52.98,0.0,0.0,CLK2020
2015-12-22,52.13,0.0,0.0,CLK2020
2015-12-23,52.32,0.0,0.0,CLK2020
2015-12-24,53.26,0.0,0.0,CLK2020
2015-12-28,52.9,0.0,0.0,CLK2020
2015-12-29,53.63,0.0,0.0,CLK2020
2015-12-30,52.96,0.0,0.0,CLK2020
2015-12-31,53.51,0.0,0.0,CLK2020
2016-01-04,53.37,0.0,0.0,CLK2020
2016-01-05,52.86,0.0,0.0,CLK2020
2016-01-06,51.69,0.0,0.0,CLK2020
2016-01-07,50.76,0.0,0.0,CLK2020
2016-01-08,50.68,0.0,0.0,CLK2020
2016-01-11,49.39,0.0,0.0,CLK2020
2016-01-12,48.08,0.0,0.0,CLK2020
2016-01-13,47.1,0.0,0.0,CLK2020
2016-01-14,47.67,0.0,0.0,CLK2020
2016-01-15,45.38,0.0,0.0,CLK2020
2016-01-19,44.19,0.0,0.0,CLK2020
2016-01-20,43.67,0.0,0.0,CLK2020
2016-01-21,44.06,0.0,0.0,CLK2020
2016-01-22,46.18,0.0,0.0,CLK2020
2016-01-25,46.29,0.0,0.0,CLK2020
2016-01-26,47.05,0.0,0.0,CLK2020
2016-01-27,47.68,0.0,0.0,CLK2020
2016-01-28,48.24,0.0,0.0,CLK2020
2016-01-29,49.2,0.0,0.0,CLK2020
2016-02-01,47.96,0.0,0.0,CLK2020
2016-02-02,47.22,0.0,0.0,CLK2020
2016-02-03,48.09,0.0,0.0,CLK2020
2016-02-04,48.49,0.0,0.0,CLK2020
2016-02-05,48.41,0.0,0.0,CLK2020
2016-02-08,48.02,0.0,0.0,CLK2020
2016-02-09,45.51,0.0,0.0,CLK2020
2016-02-10,45.92,0.0,0.0,CLK2020
2016-02-11,45.94,0.0,0.0,CLK2020
2016-02-12,48.44,0.0,0.0,CLK2020
2016-02-16,47.26,0.0,0.0,CLK2020
2016-02-17,48.19,0.0,0.0,CLK2020
2016-02-18,47.66,0.0,0.0,CLK2020
2016-02-19,46.71,0.0,0.0,CLK2020
2016-02-22,47.69,0.0,0.0,CLK2020
2016-02-23,46.58,0.0,0.0,CLK2020
2016-02-24,46.91,0.0,0.0,CLK2020
2016-02-25,47.11,0.0,0.0,CLK2020
2016-02-26,46.24,0.0,0.0,CLK2020
2016-02-29,47.31,0.0,0.0,CLK2020
2016-03-01,47.53,0.0,0.0,CLK2020
2016-03-02,47.31,0.0,0.0,CLK2020
2016-03-03,47.12,0.0,0.0,CLK2020
2016-03-04,47.86,0.0,0.0,CLK2020
2016-03-07,49.17,0.0,0.0,CLK2020
2016-03-08,48.31,0.0,0.0,CLK2020
2016-03-09,49.23,0.0,0.0,CLK2020
2016-03-10,48.93,0.0,0.0,CLK2020
2016-03-11,49.25,0.0,0.0,CLK2020
2016-03-14,48.39,0.0,0.0,CLK2020
2016-03-15,48.21,0.0,0.0,CLK2020
2016-03-16,48.84,0.0,0.0,CLK2020
2016-03-17,48.97,0.0,0.0,CLK2020
2016-03-18,49.24,0.0,0.0,CLK2020
2016-03-21,49.46,0.0,0.0,CLK2020
2016-03-22,49.64,0.0,0.0,CLK2020
2016-03-23,49.16,0.0,0.0,CLK2020
2016-03-24,48.86,0.0,0.0,CLK2020
2016-03-28,48.72,0.0,0.0,CLK2020
2016-03-29,48.72,0.0,0.0,CLK2020
2016-03-30,49.4,0.0,0.0,CLK2020
2016-03-31,49.74,0.0,0.0,CLK2020
2016-04-01,48.53,0.0,0.0,CLK2020
2016-04-04,47.58,0.0,0.0,CLK2020
2016-04-05,47.17,0.0,0.0,CLK2020
2016-04-06,48.28,0.0,0.0,CLK2020
2016-04-07,47.39,0.0,0.0,CLK2020
2016-04-08,48.93,0.0,0.0,CLK2020
2016-04-11,49.55,0.0,0.0,CLK2020
2016-04-12,50.46,0.0,0.0,CLK2020
2016-04-13,50.29,0.0,0.0,CLK2020
2016-04-14,49.65,0.0,0.0,CLK2020
2016-04-15,48.47,0.0,0.0,CLK2020
2016-04-18,48.29,0.0,0.0,CLK2020
2016-04-19,48.96,0.0,0.0,CLK2020
2016-04-20,50.28,0.0,0.0,CLK2020
2016-04-21,50.03,0.0,0.0,CLK2020
2016-04-22,51.02,0.0,0.0,CLK2020
2016-04-25,51.05,0.0,0.0,CLK2020
2016-04-26,51.53,0.0,0.0,CLK2020
2016-04-27,52.37,0.0,0.0,CLK2020
2016-04-28,52.26,0.0,0.0,CLK2020
2016-04-29,52.39,0.0,0.0,CLK2020
2016-05-02,51.77,0.0,0.0,CLK2020
2016-05-03,51.52,0.0,0.0,CLK2020
2016-05-04,51.77,0.0,0.0,CLK2020
2016-05-05,52.28,0.0,0.0,CLK2020
2016-05-06,52.93,0.0,0.0,CLK2020
2016-05-09,52.29,0.0,0.0,CLK2020
2016-05-10,53.06,0.0,0.0,CLK2020
2016-05-11,53.54,0.0,0.0,CLK2020
2016-05-12,53.28,0.0,0.0,CLK2020
2016-05-13,52.2,0.0,0.0,CLK2020
2016-05-16,52.57,0.0,0.0,CLK2020
2016-05-17,53.19,0.0,0.0,CLK2020
2016-05-18,53.55,0.0,0.0,CLK2020
2016-05-19,53.86,0.0,0.0,CLK2020
2016-05-20,53.55,0.0,0.0,CLK2020
2016-05-23,53.94,0.0,0.0,CLK2020
2016-05-24,54.26,0.0,0.0,CLK2020
2016-05-25,54.64,0.0,0.0,CLK2020
2016-05-26,54.82,0.0,0.0,CLK2020
2016-05-27,55.16,0.0,0.0,CLK2020
2016-05-31,55.16,0.0,0.0,CLK2020
2016-06-01,54.97,0.0,0.0,CLK2020
2016-06-02,55.18,0.0,0.0,CLK2020
2016-06-03,54.6,0.0,0.0,CLK2020
2016-06-06,54.98,0.0,0.0,CLK2020
2016-06-07,55.36,0.0,0.0,CLK2020
2016-06-08,55.61,0.0,0.0,CLK2020
2016-06-09,55.17,0.0,0.0,CLK2020
2016-06-10,54.51,0.0,0.0,CLK2020
2016-06-13,54.47,0.0,0.0,CLK2020
2016-06-14,53.98,0.0,0.0,CLK2020
2016-06-15,53.58,0.0,0.0,CLK2020
2016-06-16,52.29,0.0,0.0,CLK2020
2016-06-17,53.67,0.0,0.0,CLK2020
2016-06-20,54.56,0.0,0.0,CLK2020
2016-06-21,54.54,0.0,0.0,CLK2020
2016-06-22,54.59,0.0,0.0,CLK2020
2016-06-23,55.19,0.0,0.0,CLK2020
2016-06-24,53.3,0.0,0.0,CLK2020
2016-06-27,53.04,0.0,0.0,CLK2020
2016-06-28,54.7,0.0,0.0,CLK2020
2016-06-29,56.48,0.0,0.0,CLK2020
2016-06-30,55.36,0.0,0.0,CLK2020
2016-07-01,56.65,0.0,0.0,CLK2020
2016-07-05,55.43,0.0,0.0,CLK2020
2016-07-06,56.53,0.0,0.0,CLK2020
2016-07-07,54.99,0.0,0.0,CLK2020
2016-07-08,55.74,0.0,0.0,CLK2020
2016-07-11,55.63,0.0,0.0,CLK2020
2016-07-12,56.36,0.0,0.0,CLK2020
2016-07-13,55.01,0.0,0.0,CLK2020
2016-07-14,55.24,0.0,0.0,CLK2020
2016-07-15,54.9,0.0,0.0,CLK2020
2016-07-18,54.44,0.0,0.0,CLK2020
2016-07-19,54.89,0.0,0.0,CLK2020
2016-07-20,55.46,0.0,0.0,CLK2020
2016-07-21,54.79,0.0,0.0,CLK2020
2016-07-22,54.65,0.0,0.0,CLK2020
2016-07-25,54.51,0.0,0.0,CLK2020
2016-07-26,54.29,0.0,0.0,CLK2020
2016-07-27,53.22,0.0,0.0,CLK2020
2016-07-28,52.09,0.0,0.0,CLK2020
2016-07-29,51.93,0.0,0.0,CLK2020
2016-08-01,51.18,0.0,0.0,CLK2020
2016-08-02,50.98,0.0,0.0,CLK2020
2016-08-03,51.53,0.0,0.0,CLK2020
2016-08-04,51.72,0.0,0.0,CLK2020
2016-08-05,51.78,0.0,0.0,CLK2020
2016-08-08,52.56,0.0,0.0,CLK2020
2016-08-09,52.61,0.0,0.0,CLK2020
2016-08-10,52.37,0.0,0.0,CLK2020
2016-08-11,53.54,0.0,0.0,CLK2020
2016-08-12,53.96,0.0,0.0,CLK2020
2016-08-15,54.56,0.0,0.0,CLK2020
2016-08-16,55.28,0.0,0.0,CLK2020
2016-08-17,55.92,0.0,0.0,CLK2020
2016-08-18,56.7,0.0,0.0,CLK2020
2016-08-19,56.78,0.0,0.0,CLK2020
2016-08-22,55.62,0.0,0.0,CLK2020
2016-08-23,56.28,0.0,0.0,CLK2020
2016-08-24,55.43,0.0,0.0,CLK2020
2016-08-25,55.62,0.0,0.0,CLK2020
2016-08-26,55.92,0.0,0.0,CLK2020
2016-08-29,55.36,0.0,0.0,CLK2020
2016-08-30,54.69,0.0,0.0,CLK2020
2016-08-31,53.15,0.0,0.0,CLK2020
2016-09-01,51.91,0.0,0.0,CLK2020
2016-09-02,53.13,0.0,0.0,CLK2020
2016-09-06,53.55,0.0,0.0,CLK2020
2016-09-07,54.33,0.0,0.0,CLK2020
2016-09-08,55.9,0.0,0.0,CLK2020
2016-09-09,54.41,0.0,0.0,CLK2020
2016-09-12,54.75,0.0,0.0,CLK2020
2016-09-13,54.24,0.0,0.0,CLK2020
2016-09-14,53.41,0.0,0.0,CLK2020
2016-09-15,53.78,0.0,0.0,CLK2020
2016-09-16,53.0,0.0,0.0,CLK2020
2016-09-19,53.36,0.0,0.0,CLK2020
2016-09-20,53.34,0.0,0.0,CLK2020
2016-09-21,53.77,0.0,0.0,CLK2020
2016-09-22,54.65,0.0,0.0,CLK2020
2016-09-23,53.33,0.0,0.0,CLK2020
2016-09-26,54.47,0.0,0.0,CLK2020
2016-09-27,53.6,0.0,0.0,CLK2020
2016-09-28,55.1,0.0,0.0,CLK2020
2016-09-29,55.36,0.0,0.0,CLK2020
2016-09-30,55.8,0.0,0.0,CLK2020
2016-10-03,56.05,0.0,0.0,CLK2020
2016-10-04,56.27,0.0,0.0,CLK2020
2016-10-05,56.76,0.0,0.0,CLK2020
2016-10-06,56.83,0.0,0.0,CLK2020
2016-10-07,56.52,0.0,0.0,CLK2020
2016-10-10,56.8,0.0,0.0,CLK2020
2016-10-11,56.1,0.0,0.0,CLK2020
2016-10-12,55.93,0.0,0.0,CLK2020
2016-10-13,56.02,0.0,0.0,CLK2020
2016-10-14,55.88,0.0,0.0,CLK2020
2016-10-17,55.92,0.0,0.0,CLK2020
2016-10-18,56.36,0.0,0.0,CLK2020
2016-10-19,56.91,0.0,0.0,CLK2020
2016-10-20,56.32,0.0,0.0,CLK2020
2016-10-21,56.88,0.0,0.0,CLK2020
2016-10-24,57.05,0.0,0.0,CLK2020
2016-10-25,56.75,0.0,0.0,CLK2020
2016-10-26,56.02,0.0,0.0,CLK2020
2016-10-27,56.01,0.0,0.0,CLK2020
2016-10-28,55.42,0.0,0.0,CLK2020
2016-10-31,54.11,0.0,0.0,CLK2020
2016-11-01,54.17,0.0,0.0,CLK2020
2016-11-02,53.45,0.0,0.0,CLK2020
2016-11-03,52.97,0.0,0.0,CLK2020
2016-11-04,52.47,0.0,0.0,CLK2020
2016-11-07,53.14,0.0,0.0,CLK2020
2016-11-08,53.38,0.0,0.0,CLK2020
2016-11-09,54.04,0.0,0.0,CLK2020
2016-11-10,53.78,0.0,0.0,CLK2020
2016-11-11,52.72,0.0,0.0,CLK2020
2016-11-14,52.08,0.0,0.0,CLK2020
2016-11-15,53.26,0.0,0.0,CLK2020
2016-11-16,52.91,0.0,0.0,CLK2020
2016-11-17,53.15,0.0,0.0,CLK2020
2016-11-18,53.41,0.0,0.0,CLK2020
2016-11-21,54.71,0.0,0.0,CLK2020
2016-11-22,54.87,0.0,0.0,CLK2020
2016-11-23,54.63,0.0,0.0,CLK2020
2016-11-25,53.25,0.0,0.0,CLK2020
2016-11-28,53.94,0.0,0.0,CLK2020
2016-11-29,52.5,0.0,0.0,CLK2020
2016-11-30,54.59,0.0,0.0,CLK2020
2016-12-01,54.54,0.0,0.0,CLK2020
2016-12-02,55.31,0.0,0.0,CLK2020
2016-12-05,55.69,0.0,0.0,CLK2020
2016-12-06,55.17,0.0,0.0,CLK2020
2016-12-07,54.66,0.0,0.0,CLK2020
2016-12-08,54.87,0.0,0.0,CLK2020
2016-12-09,55.17,0.0,0.0,CLK2020
2016-12-12,54.95,0.0,0.0,CLK2020
2016-12-13,55.18,0.0,0.0,CLK2020
2016-12-14,54.33,0.0,0.0,CLK2020
2016-12-15,54.14,0.0,0.0,CLK2020
2016-12-16,54.59,0.0,0.0,CLK2020
2016-12-19,54.78,0.0,0.0,CLK2020
2016-12-20,55.33,0.0,0.0,CLK2020
2016-12-21,54.67,0.0,0.0,CLK2020
2016-12-22,54.85,0.0,0.0,CLK2020
2016-12-23,55.12,0.0,0.0,CLK2020
2016-12-27,55.68,0.0,0.0,CLK2020
2016-12-28,55.88,0.0,0.0,CLK2020
2016-12-29,56.0,0.0,0.0,CLK2020
2016-12-30,56.04,0.0,0.0,CLK2020
2017-01-03,55.18,0.0,0.0,CLK2020
2017-01-04,56.33,0.0,0.0,CLK2020
2017-01-05,56.85,0.0,0.0,CLK2020
2017-01-06,57.03,0.0,0.0,CLK2020
2017-01-09,55.93,0.0,0.0,CLK2020
2017-01-10,55.51,0.0,0.0,CLK2020
2017-01-11,56.39,0.0,0.0,CLK2020
2017-01-12,56.83,0.0,0.0,CLK2020
2017-01-13,56.32,0.0,0.0,CLK2020
2017-01-17,55.92,0.0,0.0,CLK2020
2017-01-18,55.22,0.0,0.0,CLK2020
2017-01-19,55.39,0.0,0.0,CLK2020
2017-01-20,56.23,0.0,0.0,CLK2020
2017-01-23,55.91,0.0,0.0,CLK2020
2017-01-24,56.14,0.0,0.0,CLK2020
2017-01-25,55.78,0.0,0.0,CLK2020
2017-01-26,56.25,0.0,0.0,CLK2020
2017-01-27,55.57,0.0,0.0,CLK2020
2017-01-30,55.47,0.0,0.0,CLK2020
2017-01-31,55.61,0.0,0.0,CLK2020
2017-02-01,56.21,0.0,0.0,CLK2020
2017-02-02,55.9,0.0,0.0,CLK2020
2017-02-03,56.28,0.0,0.0,CLK2020
2017-02-06,55.9,0.0,0.0,CLK2020
2017-02-07,55.14,0.0,0.0,CLK2020
2017-02-08,55.09,0.0,0.0,CLK2020
